id,year,song,artist,sentence
351,1981,Sailing,Christopher Cross,"Christopher Cross estuvo vinculado al triunfo de ""Sailing"" en la categoría Canción del Año de los Grammy de 1981."
352,1981,Sailing,Christopher Cross,"La edición de los Grammy celebrada en 1981 distinguió a ""Sailing"" con el premio a Canción del Año."
353,1981,Sailing,Christopher Cross,"En el historial de los Grammy, ""Sailing"" aparece como la ganadora de Canción del Año correspondiente a 1981."
354,1981,Sailing,Christopher Cross,"La canción ""Sailing"", interpretada por Christopher Cross, recibió uno de los principales Grammy en 1981."
355,1981,Sailing,Christopher Cross,"El reconocimiento a Canción del Año en los Grammy de 1981 fue para la composición titulada ""Sailing""."
356,1981,Sailing,Christopher Cross,"Según el registro histórico de los Grammy, ""Sailing"" ganó Canción del Año en 1981."
357,1981,Sailing,Christopher Cross,"La participación de Christopher Cross quedó ligada a ""Sailing"", la Canción del Año en los Grammy de 1981."
358,1981,Sailing,Christopher Cross,"En 1981, la Recording Academy premió a ""Sailing"" dentro de la categoría Canción del Año."
359,1981,Sailing,Christopher Cross,"El título ""Sailing"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1981."
360,1981,Sailing,Christopher Cross,"La ceremonia de 1981 incorporó a ""Sailing"", interpretada por Christopher Cross, al grupo de ganadoras de Canción del Año."
361,1982,Bette Davis Eyes,Kim Carnes,"En 1982, ""Bette Davis Eyes"" obtuvo el Grammy a Canción del Año y fue interpretada por Kim Carnes."
362,1982,Bette Davis Eyes,Kim Carnes,"La obra ""Bette Davis Eyes"", asociada con Kim Carnes, ganó la categoría Canción del Año en los Grammy de 1982."
363,1982,Bette Davis Eyes,Kim Carnes,"Durante la ceremonia de los Grammy de 1982, ""Bette Davis Eyes"" fue reconocida como Canción del Año."
364,1982,Bette Davis Eyes,Kim Carnes,"El premio Grammy a Canción del Año de 1982 correspondió a ""Bette Davis Eyes"", interpretada por Kim Carnes."
365,1982,Bette Davis Eyes,Kim Carnes,"Entre los ganadores históricos de los Grammy figura ""Bette Davis Eyes"", premiada como Canción del Año en 1982."
366,1982,Bette Davis Eyes,Kim Carnes,"Kim Carnes estuvo vinculado al triunfo de ""Bette Davis Eyes"" en la categoría Canción del Año de los Grammy de 1982."
367,1982,Bette Davis Eyes,Kim Carnes,"La edición de los Grammy celebrada en 1982 distinguió a ""Bette Davis Eyes"" con el premio a Canción del Año."
368,1982,Bette Davis Eyes,Kim Carnes,"En el historial de los Grammy, ""Bette Davis Eyes"" aparece como la ganadora de Canción del Año correspondiente a 1982."
369,1982,Bette Davis Eyes,Kim Carnes,"La canción ""Bette Davis Eyes"", interpretada por Kim Carnes, recibió uno de los principales Grammy en 1982."
370,1982,Bette Davis Eyes,Kim Carnes,"El reconocimiento a Canción del Año en los Grammy de 1982 fue para la composición titulada ""Bette Davis Eyes""."
371,1982,Bette Davis Eyes,Kim Carnes,"Según el registro histórico de los Grammy, ""Bette Davis Eyes"" ganó Canción del Año en 1982."
372,1982,Bette Davis Eyes,Kim Carnes,"La participación de Kim Carnes quedó ligada a ""Bette Davis Eyes"", la Canción del Año en los Grammy de 1982."
373,1982,Bette Davis Eyes,Kim Carnes,"En 1982, la Recording Academy premió a ""Bette Davis Eyes"" dentro de la categoría Canción del Año."
374,1982,Bette Davis Eyes,Kim Carnes,"El título ""Bette Davis Eyes"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1982."
375,1982,Bette Davis Eyes,Kim Carnes,"La ceremonia de 1982 incorporó a ""Bette Davis Eyes"", interpretada por Kim Carnes, al grupo de ganadoras de Canción del Año."
376,1983,Always On My Mind,Willie Nelson,"En 1983, ""Always On My Mind"" obtuvo el Grammy a Canción del Año y fue interpretada por Willie Nelson."
377,1983,Always On My Mind,Willie Nelson,"La obra ""Always On My Mind"", asociada con Willie Nelson, ganó la categoría Canción del Año en los Grammy de 1983."
378,1983,Always On My Mind,Willie Nelson,"Durante la ceremonia de los Grammy de 1983, ""Always On My Mind"" fue reconocida como Canción del Año."
379,1983,Always On My Mind,Willie Nelson,"El premio Grammy a Canción del Año de 1983 correspondió a ""Always On My Mind"", interpretada por Willie Nelson."
380,1983,Always On My Mind,Willie Nelson,"Entre los ganadores históricos de los Grammy figura ""Always On My Mind"", premiada como Canción del Año en 1983."
381,1983,Always On My Mind,Willie Nelson,"Willie Nelson estuvo vinculado al triunfo de ""Always On My Mind"" en la categoría Canción del Año de los Grammy de 1983."
382,1983,Always On My Mind,Willie Nelson,"La edición de los Grammy celebrada en 1983 distinguió a ""Always On My Mind"" con el premio a Canción del Año."
383,1983,Always On My Mind,Willie Nelson,"En el historial de los Grammy, ""Always On My Mind"" aparece como la ganadora de Canción del Año correspondiente a 1983."
384,1983,Always On My Mind,Willie Nelson,"La canción ""Always On My Mind"", interpretada por Willie Nelson, recibió uno de los principales Grammy en 1983."
385,1983,Always On My Mind,Willie Nelson,"El reconocimiento a Canción del Año en los Grammy de 1983 fue para la composición titulada ""Always On My Mind""."
386,1983,Always On My Mind,Willie Nelson,"Según el registro histórico de los Grammy, ""Always On My Mind"" ganó Canción del Año en 1983."
387,1983,Always On My Mind,Willie Nelson,"La participación de Willie Nelson quedó ligada a ""Always On My Mind"", la Canción del Año en los Grammy de 1983."
388,1983,Always On My Mind,Willie Nelson,"En 1983, la Recording Academy premió a ""Always On My Mind"" dentro de la categoría Canción del Año."
389,1983,Always On My Mind,Willie Nelson,"El título ""Always On My Mind"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1983."
390,1983,Always On My Mind,Willie Nelson,"La ceremonia de 1983 incorporó a ""Always On My Mind"", interpretada por Willie Nelson, al grupo de ganadoras de Canción del Año."
391,1984,Every Breath You Take,The Police,"En 1984, ""Every Breath You Take"" obtuvo el Grammy a Canción del Año y fue interpretada por The Police."
392,1984,Every Breath You Take,The Police,"La obra ""Every Breath You Take"", asociada con The Police, ganó la categoría Canción del Año en los Grammy de 1984."
393,1984,Every Breath You Take,The Police,"Durante la ceremonia de los Grammy de 1984, ""Every Breath You Take"" fue reconocida como Canción del Año."
394,1984,Every Breath You Take,The Police,"El premio Grammy a Canción del Año de 1984 correspondió a ""Every Breath You Take"", interpretada por The Police."
395,1984,Every Breath You Take,The Police,"Entre los ganadores históricos de los Grammy figura ""Every Breath You Take"", premiada como Canción del Año en 1984."
396,1984,Every Breath You Take,The Police,"The Police estuvo vinculado al triunfo de ""Every Breath You Take"" en la categoría Canción del Año de los Grammy de 1984."
397,1984,Every Breath You Take,The Police,"La edición de los Grammy celebrada en 1984 distinguió a ""Every Breath You Take"" con el premio a Canción del Año."
398,1984,Every Breath You Take,The Police,"En el historial de los Grammy, ""Every Breath You Take"" aparece como la ganadora de Canción del Año correspondiente a 1984."
399,1984,Every Breath You Take,The Police,"La canción ""Every Breath You Take"", interpretada por The Police, recibió uno de los principales Grammy en 1984."
400,1984,Every Breath You Take,The Police,"El reconocimiento a Canción del Año en los Grammy de 1984 fue para la composición titulada ""Every Breath You Take""."
401,1984,Every Breath You Take,The Police,"Según el registro histórico de los Grammy, ""Every Breath You Take"" ganó Canción del Año en 1984."
402,1984,Every Breath You Take,The Police,"La participación de The Police quedó ligada a ""Every Breath You Take"", la Canción del Año en los Grammy de 1984."
403,1984,Every Breath You Take,The Police,"En 1984, la Recording Academy premió a ""Every Breath You Take"" dentro de la categoría Canción del Año."
404,1984,Every Breath You Take,The Police,"El título ""Every Breath You Take"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1984."
405,1984,Every Breath You Take,The Police,"La ceremonia de 1984 incorporó a ""Every Breath You Take"", interpretada por The Police, al grupo de ganadoras de Canción del Año."
406,1985,What's Love Got To Do With It,Tina Turner,"En 1985, ""What's Love Got To Do With It"" obtuvo el Grammy a Canción del Año y fue interpretada por Tina Turner."
407,1985,What's Love Got To Do With It,Tina Turner,"La obra ""What's Love Got To Do With It"", asociada con Tina Turner, ganó la categoría Canción del Año en los Grammy de 1985."
408,1985,What's Love Got To Do With It,Tina Turner,"Durante la ceremonia de los Grammy de 1985, ""What's Love Got To Do With It"" fue reconocida como Canción del Año."
409,1985,What's Love Got To Do With It,Tina Turner,"El premio Grammy a Canción del Año de 1985 correspondió a ""What's Love Got To Do With It"", interpretada por Tina Turner."
410,1985,What's Love Got To Do With It,Tina Turner,"Entre los ganadores históricos de los Grammy figura ""What's Love Got To Do With It"", premiada como Canción del Año en 1985."
411,1985,What's Love Got To Do With It,Tina Turner,"Tina Turner estuvo vinculado al triunfo de ""What's Love Got To Do With It"" en la categoría Canción del Año de los Grammy de 1985."
412,1985,What's Love Got To Do With It,Tina Turner,"La edición de los Grammy celebrada en 1985 distinguió a ""What's Love Got To Do With It"" con el premio a Canción del Año."
413,1985,What's Love Got To Do With It,Tina Turner,"En el historial de los Grammy, ""What's Love Got To Do With It"" aparece como la ganadora de Canción del Año correspondiente a 1985."
414,1985,What's Love Got To Do With It,Tina Turner,"La canción ""What's Love Got To Do With It"", interpretada por Tina Turner, recibió uno de los principales Grammy en 1985."
415,1985,What's Love Got To Do With It,Tina Turner,"El reconocimiento a Canción del Año en los Grammy de 1985 fue para la composición titulada ""What's Love Got To Do With It""."
416,1985,What's Love Got To Do With It,Tina Turner,"Según el registro histórico de los Grammy, ""What's Love Got To Do With It"" ganó Canción del Año en 1985."
417,1985,What's Love Got To Do With It,Tina Turner,"La participación de Tina Turner quedó ligada a ""What's Love Got To Do With It"", la Canción del Año en los Grammy de 1985."
418,1985,What's Love Got To Do With It,Tina Turner,"En 1985, la Recording Academy premió a ""What's Love Got To Do With It"" dentro de la categoría Canción del Año."
419,1985,What's Love Got To Do With It,Tina Turner,"El título ""What's Love Got To Do With It"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1985."
420,1985,What's Love Got To Do With It,Tina Turner,"La ceremonia de 1985 incorporó a ""What's Love Got To Do With It"", interpretada por Tina Turner, al grupo de ganadoras de Canción del Año."
421,1986,We Are The World,USA For Africa - Various Artists,"En 1986, ""We Are The World"" obtuvo el Grammy a Canción del Año y fue interpretada por USA For Africa - Various Artists."
422,1986,We Are The World,USA For Africa - Various Artists,"La obra ""We Are The World"", asociada con USA For Africa - Various Artists, ganó la categoría Canción del Año en los Grammy de 1986."
423,1986,We Are The World,USA For Africa - Various Artists,"Durante la ceremonia de los Grammy de 1986, ""We Are The World"" fue reconocida como Canción del Año."
424,1986,We Are The World,USA For Africa - Various Artists,"El premio Grammy a Canción del Año de 1986 correspondió a ""We Are The World"", interpretada por USA For Africa - Various Artists."
425,1986,We Are The World,USA For Africa - Various Artists,"Entre los ganadores históricos de los Grammy figura ""We Are The World"", premiada como Canción del Año en 1986."
426,1986,We Are The World,USA For Africa - Various Artists,"USA For Africa - Various Artists estuvo vinculado al triunfo de ""We Are The World"" en la categoría Canción del Año de los Grammy de 1986."
427,1986,We Are The World,USA For Africa - Various Artists,"La edición de los Grammy celebrada en 1986 distinguió a ""We Are The World"" con el premio a Canción del Año."
428,1986,We Are The World,USA For Africa - Various Artists,"En el historial de los Grammy, ""We Are The World"" aparece como la ganadora de Canción del Año correspondiente a 1986."
429,1986,We Are The World,USA For Africa - Various Artists,"La canción ""We Are The World"", interpretada por USA For Africa - Various Artists, recibió uno de los principales Grammy en 1986."
430,1986,We Are The World,USA For Africa - Various Artists,"El reconocimiento a Canción del Año en los Grammy de 1986 fue para la composición titulada ""We Are The World""."
431,1986,We Are The World,USA For Africa - Various Artists,"Según el registro histórico de los Grammy, ""We Are The World"" ganó Canción del Año en 1986."
432,1986,We Are The World,USA For Africa - Various Artists,"La participación de USA For Africa - Various Artists quedó ligada a ""We Are The World"", la Canción del Año en los Grammy de 1986."
433,1986,We Are The World,USA For Africa - Various Artists,"En 1986, la Recording Academy premió a ""We Are The World"" dentro de la categoría Canción del Año."
434,1986,We Are The World,USA For Africa - Various Artists,"El título ""We Are The World"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1986."
435,1986,We Are The World,USA For Africa - Various Artists,"La ceremonia de 1986 incorporó a ""We Are The World"", interpretada por USA For Africa - Various Artists, al grupo de ganadoras de Canción del Año."
436,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","En 1987, ""That's What Friends Are For"" obtuvo el Grammy a Canción del Año y fue interpretada por Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder."
437,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","La obra ""That's What Friends Are For"", asociada con Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder, ganó la categoría Canción del Año en los Grammy de 1987."
438,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","Durante la ceremonia de los Grammy de 1987, ""That's What Friends Are For"" fue reconocida como Canción del Año."
439,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","El premio Grammy a Canción del Año de 1987 correspondió a ""That's What Friends Are For"", interpretada por Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder."
440,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","Entre los ganadores históricos de los Grammy figura ""That's What Friends Are For"", premiada como Canción del Año en 1987."
441,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder estuvo vinculado al triunfo de ""That's What Friends Are For"" en la categoría Canción del Año de los Grammy de 1987."
442,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","La edición de los Grammy celebrada en 1987 distinguió a ""That's What Friends Are For"" con el premio a Canción del Año."
443,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","En el historial de los Grammy, ""That's What Friends Are For"" aparece como la ganadora de Canción del Año correspondiente a 1987."
444,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","La canción ""That's What Friends Are For"", interpretada por Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder, recibió uno de los principales Grammy en 1987."
445,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","El reconocimiento a Canción del Año en los Grammy de 1987 fue para la composición titulada ""That's What Friends Are For""."
446,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","Según el registro histórico de los Grammy, ""That's What Friends Are For"" ganó Canción del Año en 1987."
447,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","La participación de Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder quedó ligada a ""That's What Friends Are For"", la Canción del Año en los Grammy de 1987."
448,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","En 1987, la Recording Academy premió a ""That's What Friends Are For"" dentro de la categoría Canción del Año."
449,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","El título ""That's What Friends Are For"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1987."
450,1987,That's What Friends Are For,"Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder","La ceremonia de 1987 incorporó a ""That's What Friends Are For"", interpretada por Dionne Warwick, Elton John, Gladys Knight & Stevie Wonder, al grupo de ganadoras de Canción del Año."
451,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"En 1988, ""Somewhere Out There"" obtuvo el Grammy a Canción del Año y fue interpretada por Linda Ronstadt & James Ingram."
452,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"La obra ""Somewhere Out There"", asociada con Linda Ronstadt & James Ingram, ganó la categoría Canción del Año en los Grammy de 1988."
453,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"Durante la ceremonia de los Grammy de 1988, ""Somewhere Out There"" fue reconocida como Canción del Año."
454,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"El premio Grammy a Canción del Año de 1988 correspondió a ""Somewhere Out There"", interpretada por Linda Ronstadt & James Ingram."
455,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"Entre los ganadores históricos de los Grammy figura ""Somewhere Out There"", premiada como Canción del Año en 1988."
456,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"Linda Ronstadt & James Ingram estuvo vinculado al triunfo de ""Somewhere Out There"" en la categoría Canción del Año de los Grammy de 1988."
457,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"La edición de los Grammy celebrada en 1988 distinguió a ""Somewhere Out There"" con el premio a Canción del Año."
458,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"En el historial de los Grammy, ""Somewhere Out There"" aparece como la ganadora de Canción del Año correspondiente a 1988."
459,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"La canción ""Somewhere Out There"", interpretada por Linda Ronstadt & James Ingram, recibió uno de los principales Grammy en 1988."
460,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"El reconocimiento a Canción del Año en los Grammy de 1988 fue para la composición titulada ""Somewhere Out There""."
461,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"Según el registro histórico de los Grammy, ""Somewhere Out There"" ganó Canción del Año en 1988."
462,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"La participación de Linda Ronstadt & James Ingram quedó ligada a ""Somewhere Out There"", la Canción del Año en los Grammy de 1988."
463,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"En 1988, la Recording Academy premió a ""Somewhere Out There"" dentro de la categoría Canción del Año."
464,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"El título ""Somewhere Out There"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1988."
465,1988,Somewhere Out There,Linda Ronstadt & James Ingram,"La ceremonia de 1988 incorporó a ""Somewhere Out There"", interpretada por Linda Ronstadt & James Ingram, al grupo de ganadoras de Canción del Año."
466,1989,Don't Worry Be Happy,Bobby McFerrin,"En 1989, ""Don't Worry Be Happy"" obtuvo el Grammy a Canción del Año y fue interpretada por Bobby McFerrin."
467,1989,Don't Worry Be Happy,Bobby McFerrin,"La obra ""Don't Worry Be Happy"", asociada con Bobby McFerrin, ganó la categoría Canción del Año en los Grammy de 1989."
468,1989,Don't Worry Be Happy,Bobby McFerrin,"Durante la ceremonia de los Grammy de 1989, ""Don't Worry Be Happy"" fue reconocida como Canción del Año."
469,1989,Don't Worry Be Happy,Bobby McFerrin,"El premio Grammy a Canción del Año de 1989 correspondió a ""Don't Worry Be Happy"", interpretada por Bobby McFerrin."
470,1989,Don't Worry Be Happy,Bobby McFerrin,"Entre los ganadores históricos de los Grammy figura ""Don't Worry Be Happy"", premiada como Canción del Año en 1989."
471,1989,Don't Worry Be Happy,Bobby McFerrin,"Bobby McFerrin estuvo vinculado al triunfo de ""Don't Worry Be Happy"" en la categoría Canción del Año de los Grammy de 1989."
472,1989,Don't Worry Be Happy,Bobby McFerrin,"La edición de los Grammy celebrada en 1989 distinguió a ""Don't Worry Be Happy"" con el premio a Canción del Año."
473,1989,Don't Worry Be Happy,Bobby McFerrin,"En el historial de los Grammy, ""Don't Worry Be Happy"" aparece como la ganadora de Canción del Año correspondiente a 1989."
474,1989,Don't Worry Be Happy,Bobby McFerrin,"La canción ""Don't Worry Be Happy"", interpretada por Bobby McFerrin, recibió uno de los principales Grammy en 1989."
475,1989,Don't Worry Be Happy,Bobby McFerrin,"El reconocimiento a Canción del Año en los Grammy de 1989 fue para la composición titulada ""Don't Worry Be Happy""."
476,1989,Don't Worry Be Happy,Bobby McFerrin,"Según el registro histórico de los Grammy, ""Don't Worry Be Happy"" ganó Canción del Año en 1989."
477,1989,Don't Worry Be Happy,Bobby McFerrin,"La participación de Bobby McFerrin quedó ligada a ""Don't Worry Be Happy"", la Canción del Año en los Grammy de 1989."
478,1989,Don't Worry Be Happy,Bobby McFerrin,"En 1989, la Recording Academy premió a ""Don't Worry Be Happy"" dentro de la categoría Canción del Año."
479,1989,Don't Worry Be Happy,Bobby McFerrin,"El título ""Don't Worry Be Happy"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1989."
480,1989,Don't Worry Be Happy,Bobby McFerrin,"La ceremonia de 1989 incorporó a ""Don't Worry Be Happy"", interpretada por Bobby McFerrin, al grupo de ganadoras de Canción del Año."
481,1990,Wind Beneath My Wings,Bette Midler,"En 1990, ""Wind Beneath My Wings"" obtuvo el Grammy a Canción del Año y fue interpretada por Bette Midler."
482,1990,Wind Beneath My Wings,Bette Midler,"La obra ""Wind Beneath My Wings"", asociada con Bette Midler, ganó la categoría Canción del Año en los Grammy de 1990."
483,1990,Wind Beneath My Wings,Bette Midler,"Durante la ceremonia de los Grammy de 1990, ""Wind Beneath My Wings"" fue reconocida como Canción del Año."
484,1990,Wind Beneath My Wings,Bette Midler,"El premio Grammy a Canción del Año de 1990 correspondió a ""Wind Beneath My Wings"", interpretada por Bette Midler."
485,1990,Wind Beneath My Wings,Bette Midler,"Entre los ganadores históricos de los Grammy figura ""Wind Beneath My Wings"", premiada como Canción del Año en 1990."
486,1990,Wind Beneath My Wings,Bette Midler,"Bette Midler estuvo vinculado al triunfo de ""Wind Beneath My Wings"" en la categoría Canción del Año de los Grammy de 1990."
487,1990,Wind Beneath My Wings,Bette Midler,"La edición de los Grammy celebrada en 1990 distinguió a ""Wind Beneath My Wings"" con el premio a Canción del Año."
488,1990,Wind Beneath My Wings,Bette Midler,"En el historial de los Grammy, ""Wind Beneath My Wings"" aparece como la ganadora de Canción del Año correspondiente a 1990."
489,1990,Wind Beneath My Wings,Bette Midler,"La canción ""Wind Beneath My Wings"", interpretada por Bette Midler, recibió uno de los principales Grammy en 1990."
490,1990,Wind Beneath My Wings,Bette Midler,"El reconocimiento a Canción del Año en los Grammy de 1990 fue para la composición titulada ""Wind Beneath My Wings""."
491,1990,Wind Beneath My Wings,Bette Midler,"Según el registro histórico de los Grammy, ""Wind Beneath My Wings"" ganó Canción del Año en 1990."
492,1990,Wind Beneath My Wings,Bette Midler,"La participación de Bette Midler quedó ligada a ""Wind Beneath My Wings"", la Canción del Año en los Grammy de 1990."
493,1990,Wind Beneath My Wings,Bette Midler,"En 1990, la Recording Academy premió a ""Wind Beneath My Wings"" dentro de la categoría Canción del Año."
494,1990,Wind Beneath My Wings,Bette Midler,"El título ""Wind Beneath My Wings"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1990."
495,1990,Wind Beneath My Wings,Bette Midler,"La ceremonia de 1990 incorporó a ""Wind Beneath My Wings"", interpretada por Bette Midler, al grupo de ganadoras de Canción del Año."
496,1991,From A Distance,Bette Midler,"En 1991, ""From A Distance"" obtuvo el Grammy a Canción del Año y fue interpretada por Bette Midler."
497,1991,From A Distance,Bette Midler,"La obra ""From A Distance"", asociada con Bette Midler, ganó la categoría Canción del Año en los Grammy de 1991."
498,1991,From A Distance,Bette Midler,"Durante la ceremonia de los Grammy de 1991, ""From A Distance"" fue reconocida como Canción del Año."
499,1991,From A Distance,Bette Midler,"El premio Grammy a Canción del Año de 1991 correspondió a ""From A Distance"", interpretada por Bette Midler."
500,1991,From A Distance,Bette Midler,"Entre los ganadores históricos de los Grammy figura ""From A Distance"", premiada como Canción del Año en 1991."
501,1991,From A Distance,Bette Midler,"Bette Midler estuvo vinculado al triunfo de ""From A Distance"" en la categoría Canción del Año de los Grammy de 1991."
502,1991,From A Distance,Bette Midler,"La edición de los Grammy celebrada en 1991 distinguió a ""From A Distance"" con el premio a Canción del Año."
503,1991,From A Distance,Bette Midler,"En el historial de los Grammy, ""From A Distance"" aparece como la ganadora de Canción del Año correspondiente a 1991."
504,1991,From A Distance,Bette Midler,"La canción ""From A Distance"", interpretada por Bette Midler, recibió uno de los principales Grammy en 1991."
505,1991,From A Distance,Bette Midler,"El reconocimiento a Canción del Año en los Grammy de 1991 fue para la composición titulada ""From A Distance""."
506,1991,From A Distance,Bette Midler,"Según el registro histórico de los Grammy, ""From A Distance"" ganó Canción del Año en 1991."
507,1991,From A Distance,Bette Midler,"La participación de Bette Midler quedó ligada a ""From A Distance"", la Canción del Año en los Grammy de 1991."
508,1991,From A Distance,Bette Midler,"En 1991, la Recording Academy premió a ""From A Distance"" dentro de la categoría Canción del Año."
509,1991,From A Distance,Bette Midler,"El título ""From A Distance"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1991."
510,1991,From A Distance,Bette Midler,"La ceremonia de 1991 incorporó a ""From A Distance"", interpretada por Bette Midler, al grupo de ganadoras de Canción del Año."
511,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","En 1992, ""Unforgettable"" obtuvo el Grammy a Canción del Año y fue interpretada por Natalie Cole [With Nat ""King"" Cole]."
512,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","La obra ""Unforgettable"", asociada con Natalie Cole [With Nat ""King"" Cole], ganó la categoría Canción del Año en los Grammy de 1992."
513,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","Durante la ceremonia de los Grammy de 1992, ""Unforgettable"" fue reconocida como Canción del Año."
514,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","El premio Grammy a Canción del Año de 1992 correspondió a ""Unforgettable"", interpretada por Natalie Cole [With Nat ""King"" Cole]."
515,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","Entre los ganadores históricos de los Grammy figura ""Unforgettable"", premiada como Canción del Año en 1992."
516,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","Natalie Cole [With Nat ""King"" Cole] estuvo vinculado al triunfo de ""Unforgettable"" en la categoría Canción del Año de los Grammy de 1992."
517,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","La edición de los Grammy celebrada en 1992 distinguió a ""Unforgettable"" con el premio a Canción del Año."
518,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","En el historial de los Grammy, ""Unforgettable"" aparece como la ganadora de Canción del Año correspondiente a 1992."
519,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","La canción ""Unforgettable"", interpretada por Natalie Cole [With Nat ""King"" Cole], recibió uno de los principales Grammy en 1992."
520,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","El reconocimiento a Canción del Año en los Grammy de 1992 fue para la composición titulada ""Unforgettable""."
521,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","Según el registro histórico de los Grammy, ""Unforgettable"" ganó Canción del Año en 1992."
522,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","La participación de Natalie Cole [With Nat ""King"" Cole] quedó ligada a ""Unforgettable"", la Canción del Año en los Grammy de 1992."
523,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","En 1992, la Recording Academy premió a ""Unforgettable"" dentro de la categoría Canción del Año."
524,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","El título ""Unforgettable"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1992."
525,1992,Unforgettable,"Natalie Cole [With Nat ""King"" Cole]","La ceremonia de 1992 incorporó a ""Unforgettable"", interpretada por Natalie Cole [With Nat ""King"" Cole], al grupo de ganadoras de Canción del Año."
526,1993,Tears In Heaven,Eric Clapton,"En 1993, ""Tears In Heaven"" obtuvo el Grammy a Canción del Año y fue interpretada por Eric Clapton."
527,1993,Tears In Heaven,Eric Clapton,"La obra ""Tears In Heaven"", asociada con Eric Clapton, ganó la categoría Canción del Año en los Grammy de 1993."
528,1993,Tears In Heaven,Eric Clapton,"Durante la ceremonia de los Grammy de 1993, ""Tears In Heaven"" fue reconocida como Canción del Año."
